uniprot_id,protein_name,length,disorder_content
Q6QNY0,Biogenesis of lysosome-related organelles complex 1 subunit 3,202,0.767
Q9NUP1,Biogenesis of lysosome-related organelles complex 1 subunit 4,217,0.673
Q8TDH9,Biogenesis of lysosome-related organelles complex 1 subunit 5,187,0.332
Q9UL45,Biogenesis of lysosome-related organelles complex 1 subunit 6,172,0.628
A4D250,B-cell acute lymphoblastic leukemia-expressed protein,179,0.804
P62952,Apoptosis inducing factor BLCAP,87,0.471
Q8IZY5,BH3-like motif-containing cell death inducer,108,1.0
Q13867,Bleomycin hydrolase,455,0.033
P51451,Tyrosine-protein kinase Blk,505,0.117
A8MY62,Putative beta-lactamase-like 1,500,0.0
Q8WV28,B-cell linker protein,456,0.73
P54132,RecQ-like DNA helicase BLM,1417,0.531
A0JNW5,Bridge-like lipid transfer protein family member 3B,1464,0.371
Q6BDS2,Bridge-like lipid transfer protein family member 3A,1440,0.319
P30043,Flavin reductase (NADPH),206,0.0
Q14667,Bridge-like lipid transfer protein family member 2,2235,0.155
Q5H9B9,Putative BMP-2-inducible kinase-like protein,411,1.0
O00327,Basic helix-loop-helix ARNT-like protein 1,626,0.433
Q2LD37,Bridge-like lipid transfer protein family member 1,5005,0.148
Q96LC9,Bcl-2-modifying factor,184,0.962
Q8WYA1,Basic helix-loop-helix ARNT-like protein 2,636,0.448
P35226,Polycomb complex protein BMI-1,326,0.38
O95393,Bone morphogenetic protein 10,424,0.219
O95972,Bone morphogenetic protein 15,392,0.268
P13497,Bone morphogenetic protein 1,986,0.087
P12643,Bone morphogenetic protein 2,396,0.169
Q9NSY1,BMP-2-inducible protein kinase,1161,0.735
P12645,Bone morphogenetic protein 3,472,0.396
P12644,Bone morphogenetic protein 4,408,0.179
P22003,Bone morphogenetic protein 5,454,0.286
Q7Z5Y6,Bone morphogenetic protein 8A,402,0.204
P22004,Bone morphogenetic protein 6,513,0.326
P18075,Bone morphogenetic protein 7,431,0.223
P34820,Bone morphogenetic protein 8B,402,0.201
Q8N8U9,BMP-binding endothelial regulator protein,685,0.146
P36894,Bone morphogenetic protein receptor type-1A,532,0.175
O00238,Bone morphogenetic protein receptor type-1B,502,0.191
Q13873,Bone morphogenetic protein receptor type-2,1038,0.597
Q14692,Ribosome biogenesis protein BMS1 homolog,1282,0.503
P51813,Cytoplasmic tyrosine-protein kinase BMX,675,0.21
Q7Z5W3,RNA 5'-monophosphate methyltransferase,292,0.113
Q01954,Zinc finger protein basonuclin-1,994,0.682
Q6ZN30,Zinc finger protein basonuclin-2,1099,0.708
O60238,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,219,1.0
Q12982,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,314,0.424
Q12983,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,194,1.0
Q7Z465,Bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein,357,0.462
P0C671,Protein BNIP5,652,0.828
Q96IK1,Biorientation of chromosomes in cell division protein 1,185,0.378
O75936,Gamma-butyrobetaine dioxygenase,387,0.0
Q9BWV1,Brother of CDO,1114,0.37
Q9UMX3,Bcl-2-related ovarian killer protein,212,0.189
Q9Y3E2,BolA-like protein 1,137,0.343
Q9H3K6,BolA-like protein 2,86,0.0
Q53S33,BolA-like protein 3,107,0.262
Q8N9W6,Protein boule-like,283,0.643
Q14137,Ribosome biogenesis protein BOP1,746,0.366
Q7L3V2,Protein Bop,364,0.747
Q969J3,BLOC-1-related complex subunit 5,196,0.689
Q6PGQ7,Protein aurora borealis,559,1.0
Q96B45,BLOC-1-related complex subunit 7,106,0.623
Q96GS4,BLOC-1-related complex subunit 6,357,0.798
Q96FH0,BLOC-1-related complex subunit 8,119,0.437
O14613,Cdc42 effector protein 2,210,0.933
Q53HL2,Borealin,280,0.55
Q9UKI2,Cdc42 effector protein 3,254,0.933
Q6NZY7,Cdc42 effector protein 5,148,1.0
Q9H3Q1,Cdc42 effector protein 4,356,1.0
Q00587,Cdc42 effector protein 1,391,1.0
Q9GZL8,Putative BPES syndrome breakpoint region protein,116,1.0
Q86WA6,Valacyclovir hydrolase,291,0.131
Q9NP55,BPI fold-containing family A member 1,256,0.211
Q96DR5,BPI fold-containing family A member 2,249,0.177
Q9BQP9,BPI fold-containing family A member 3,254,0.295
Q8TDL5,BPI fold-containing family B member 1,484,0.041
Q8N4F0,BPI fold-containing family B member 2,458,0.031
P59826,BPI fold-containing family B member 3,472,0.04
P59827,BPI fold-containing family B member 4,614,0.223
Q8NFQ5,BPI fold-containing family B member 6,453,0.029
Q8NFQ6,BPI fold-containing family C protein,507,0.081
P17213,Bactericidal permeability-increasing protein,487,0.057
P50747,Biotin--protein ligase,726,0.187
O95861,"3'(2'),5'-bisphosphate nucleotidase 1",308,0.0
Q12830,Nucleosome-remodeling factor subunit BPTF,3046,0.436
P59051,Putative uncharacterized protein encoded by BRWD1-AS2,145,1.0
P15056,Serine/threonine-protein kinase B-raf,766,0.379
Q7Z569,BRCA1-associated protein,592,0.236
Q6PJG6,BRCA1-associated ATM activator 1,821,0.027
P46736,Lys-63-specific deubiquitinase BRCC36,316,0.215
A0A1B0GUI7,Putative uncharacterized protein BRD3OS,84,0.857
P38398,Breast cancer type 1 susceptibility protein,1863,0.823
O95696,Bromodomain-containing protein 1,1058,0.329
Q15059,Bromodomain-containing protein 3,726,0.591
Q9H8M2,Bromodomain-containing protein 9,597,0.662
P25440,Bromodomain-containing protein 2,801,0.628
O60885,Bromodomain-containing protein 4,1362,0.784
Q9NPI1,Bromodomain-containing protein 7,651,0.641
Q9H0E9,Bromodomain-containing protein 8,1235,0.673
Q58F21,Bromodomain testis-specific protein,947,0.635
Q5HYC2,Uncharacterized bromodomain-containing protein 10,2103,0.768
P51587,Breast cancer type 2 susceptibility protein,3418,0.03
Q5VTR2,E3 ubiquitin-protein ligase BRE1A,975,0.39
O75150,E3 ubiquitin-protein ligase BRE1B,1001,0.488
Q9HAW0,Transcription factor IIIB 50 kDa subunit,419,0.277
Q8WY22,BRI3-binding protein,251,0.375
O95415,Membrane protein BRI3,125,0.64
Q6PL45,BRICHOS domain-containing protein 5,260,0.4
Q8WUW1,Protein BRICK1,75,0.427
Q5PSV4,Breast cancer metastasis-suppressor 1-like protein,323,0.464
Q9HCU9,Breast cancer metastasis-suppressor 1,246,0.634
Q0VDD7,Break repair meiotic recombinase recruitment factor 1,668,0.975
O60477,BMP/retinoic acid-inducible neural-specific protein 1,761,0.07
Q9C0B6,BMP/retinoic acid-inducible neural-specific protein 2,783,0.132
Q76B58,BMP/retinoic acid-inducible neural-specific protein 3,766,0.102
Q5VW32,BRO1 domain-containing protein BROX,411,0.044
Q96NH3,Protein broad-minded,1257,0.059
P55201,Peregrin,1214,0.41
Q9ULD4,Bromodomain and PHD finger-containing protein 3,1205,0.427
P32247,Bombesin receptor subtype-3,399,0.253
Q8TDC3,Serine/threonine-protein kinase BRSK1,778,0.401
Q8IWQ3,Serine/threonine-protein kinase BRSK2,736,0.365
Q8TDN6,Ribosome biogenesis protein BRX1 homolog,353,0.354
Q9NSI6,Bromodomain and WD repeat-containing protein 1,2320,0.5
Q6RI45,Bromodomain and WD repeat-containing protein 3,1802,0.356
Q96G97,Seipin,398,0.425
Q9NW68,BSD domain-containing protein 1,430,0.705
Q3C1V8,Brain-specific homeobox protein homolog,233,0.79
Q8WZ55,Barttin,320,0.912
Q075Z2,Binder of sperm protein homolog 1,132,0.311
Q5W0U4,B box and SPRY domain-containing protein,402,0.077
Q9GZN4,Brain-specific serine protease 4,317,0.205
Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,318,0.211
Q10589,Bone marrow stromal antigen 2,180,0.794
Q9UPA5,Protein bassoon,3926,0.614
Q8WVV5,Butyrophilin subfamily 2 member A2,523,0.155
Q7KYR7,Butyrophilin subfamily 2 member A1,527,0.22
Q96KV6,Putative butyrophilin subfamily 2 member A3,586,0.268
O00481,Butyrophilin subfamily 3 member A1,513,0.06
Q13410,Butyrophilin subfamily 1 member A1,526,0.16
P78410,Butyrophilin subfamily 3 member A2,334,0.21
Q96K17,Transcription factor BTF3 homolog 4,158,0.538
O00478,Butyrophilin subfamily 3 member A3,584,0.166
O14981,TATA-binding protein-associated factor 172,1849,0.149
Q9H0C5,BTB/POZ domain-containing protein 1,482,0.104
Q9BX70,BTB/POZ domain-containing protein 2,525,0.177
Q9Y2F9,BTB/POZ domain-containing protein 3,522,0.172
Q96KE9,BTB/POZ domain-containing protein 6,538,0.132
Q9P203,BTB/POZ domain-containing protein 7,1132,0.495
Q96Q07,BTB/POZ domain-containing protein 9,612,0.119
Q9BSF8,BTB/POZ domain-containing protein 10,475,0.474
Q32M84,BTB/POZ domain-containing protein 16,506,0.113
A6NE02,BTB/POZ domain-containing protein 17,478,0.138
Q5XKL5,BTB/POZ domain-containing protein 8,1792,0.193
B2RXH4,BTB/POZ domain-containing protein 18,712,0.838
C9JJ37,BTB/POZ domain-containing protein 19,291,0.055
P35070,Probetacellulin,178,0.573
P43251,Biotinidase,543,0.127
P62324,Protein BTG1,171,0.275
P20290,Transcription factor BTF3,206,0.646
P78543,Protein BTG2,158,0.234
Q9NY30,Protein BTG4,223,0.408
Q14201,Protein BTG3,252,0.496
Q7Z6A9,B- and T-lymphocyte attenuator,289,0.647
Q06187,Tyrosine-protein kinase BTK,659,0.073
Q9UIR0,Butyrophilin-like protein 2,482,0.059
Q6UXE8,Butyrophilin-like protein 3,466,0.086
A8MVZ5,Putative butyrophilin-like protein 10 pseudogene,291,0.241
Q6UX41,Butyrophilin-like protein 8,500,0.12
Q6UXG8,Butyrophilin-like protein 9,535,0.215
O43684,Mitotic checkpoint protein BUB3,328,0.0
O43683,Mitotic checkpoint serine/threonine-protein kinase BUB1,1085,0.501
O60566,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,1050,0.429
Q9BRD0,BUD13 homolog,619,0.918
O43709,Probable 18S rRNA (guanine-N(7))-methyltransferase,281,0.189
P41223,Protein BUD31 homolog,144,0.062
Q9UBR1,Beta-ureidopropionase,384,0.039
Q5T3Y7,Putative uncharacterized protein BVES-AS1,98,0.633
Q8N1D0,Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene B protein,253,1.0
O95971,CD160 antigen,181,0.37
Q13895,Bystin,437,0.307
Q96A19,Coiled-coil domain-containing protein 102A,550,0.44
Q68D86,Coiled-coil domain-containing protein 102B,513,0.472
Q99622,Protein C10,126,0.222
P15538,"Cytochrome P450 11B1, mitochondrial",503,0.076
P19099,"Cytochrome P450 11B2, mitochondrial",503,0.072
Q3MJ40,Putative coiled-coil domain-containing protein 144B,725,0.934
Q6NUI1,Putative coiled-coil domain-containing protein 144 N-terminal-like,221,0.937
Q8IYA2,Putative coiled-coil domain-containing protein 144C,1237,0.781
A2RUR9,Coiled-coil domain-containing protein 144A,1427,0.689
Q86VB7,Scavenger receptor cysteine-rich type 1 protein M130,1156,0.17
Q6UWJ8,CD164 sialomucin-like 2 protein,174,0.741
Q9NR16,Scavenger receptor cysteine-rich type 1 protein M160,1453,0.116
Q96L14,Cep170-like protein,293,0.713
Q9Y4F5,Centrosomal protein of 170 kDa protein B,1589,0.877
P0DN25,C1GALT1-specific chaperone 1-like protein,315,0.168
Q69YN2,CWF19-like protein 1,538,0.108
Q13901,Nuclear nucleic acid-binding protein C1D,141,0.369
Q96EU7,C1GALT1-specific chaperone 1,318,0.142
Q2TBE0,CWF19-like protein 2,894,0.454
Q9NS00,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,363,0.146
P02745,Complement C1q subcomponent subunit A,245,0.453
Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial",282,0.33
P02746,Complement C1q subcomponent subunit B,253,0.455
P02747,Complement C1q subcomponent subunit C,245,0.465
Q7Z5L3,Complement C1q-like protein 2,287,0.53
Q5VWW1,Complement C1q-like protein 3,255,0.475
Q86Z23,Complement C1q-like protein 4,238,0.433
Q9NPY3,Complement component C1q receptor,652,0.322
O75973,C1q-related factor,258,0.481
Q9BXJ1,Complement C1q tumor necrosis factor-related protein 1,281,0.505
Q9BXJ5,Complement C1q tumor necrosis factor-related protein 2,285,0.53
Q9BXJ4,Complement C1q tumor necrosis factor-related protein 3,246,0.443
Q9BXJ0,Complement C1q tumor necrosis factor-related protein 5,243,0.412
Q9BXJ3,Complement C1q tumor necrosis factor-related protein 4,329,0.112
Q9BXI9,Complement C1q tumor necrosis factor-related protein 6,278,0.5
Q9BXJ2,Complement C1q tumor necrosis factor-related protein 7,289,0.46
P60827,Complement C1q tumor necrosis factor-related protein 8,252,0.448
Q9NZP8,Complement C1r subcomponent-like protein,487,0.201
P00736,Complement C1r subcomponent,705,0.035
P09871,Complement C1s subcomponent,688,0.032
P0C862,Complement C1q and tumor necrosis factor-related protein 9A,333,0.598
B2RNN3,Complement C1q and tumor necrosis factor-related protein 9B,333,0.598
P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",935,0.0
Q6UB35,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",978,0.087
Q4G0S4,Cytochrome P450 27C1,542,0.12
Q96MC4,CEP295 N-terminal-like protein,621,0.924
Q96HQ2,CDKN2AIP N-terminal-like protein,116,0.216
A6NLJ0,C2 calcium-dependent domain-containing protein 4B,364,0.593
Q8NCU7,C2 calcium-dependent domain-containing protein 4A,369,0.604
O14523,Phospholipid transfer protein C2CD2L,706,0.51
Q8TF44,C2 calcium-dependent domain-containing protein 4C,421,0.658
Q9Y426,C2 domain-containing protein 2,696,0.529
Q86YS7,C2 domain-containing protein 5,1000,0.244
Q6P1N0,Coiled-coil and C2 domain-containing protein 1A,951,0.365
Q5T0F9,Coiled-coil and C2 domain-containing protein 1B,858,0.445
Q4AC94,C2 domain-containing protein 3,2353,0.473
Q6DHV5,Protein CC2D2B,1437,0.268
Q9P2K1,Coiled-coil and C2 domain-containing protein 2A,1620,0.309
Q6ZSU1,Putative inactive cytochrome P450 2G1,146,0.0
B7Z1M9,C2 calcium-dependent domain-containing protein 4D,353,0.626
P33076,MHC class II transactivator,1130,0.288
Q16581,C3a anaphylatoxin chemotactic receptor,482,0.392
Q6ZMU1,Putative protein C3P1,363,0.135
Q9NRR8,CDC42 small effector protein 1,79,1.0
Q9NRR3,CDC42 small effector protein 2,84,0.833
P04003,C4b-binding protein alpha chain,597,0.106
P20851,C4b-binding protein beta chain,252,0.27
Q9H0H9,Putative cytochrome P450 family member 4F30,118,1.0
Q99643,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",169,0.42
Q8N8Q1,Probable transmembrane reductase CYB561D1,229,0.057
O14569,Transmembrane reductase CYB561D2,222,0.032
P21730,C5a anaphylatoxin chemotactic receptor 1,350,0.131
Q9P296,C5a anaphylatoxin chemotactic receptor 2,337,0.116
Q9UKL3,CASP8-associated protein 2,1982,0.87
A0A1B0GU71,Uncharacterized protein CFAP97D2,98,0.918
Q8TCZ2,CD99 antigen-like protein 2,262,0.981
Q9H246,Uncharacterized protein C1orf21,121,1.0
Q9BWL3,Protein C1orf43,253,0.415
Q9BV19,Uncharacterized protein C1orf50,199,0.387
Q8N6N3,UPF0690 protein C1orf52,182,0.923
Q5VUE5,Uncharacterized protein C1orf53,145,0.483
Q8WWF1,Uncharacterized protein C1orf54,131,1.0
Q96LT6,UPF0739 protein C1orf74,269,0.037
O95561,Uncharacterized protein C1orf105,183,0.891
Q6P1W5,Uncharacterized protein C1orf94,598,0.973
Q8N0U7,Uncharacterized protein C1orf87,546,0.509
Q6ZSJ8,Uncharacterized protein C1orf122,110,0.927
Q8N9H9,Uncharacterized protein C1orf127,656,0.709
Q8NDD1,Uncharacterized protein C1orf131,293,0.928
Q5VVS0,Putative uncharacterized protein C1orf140,124,0.306
Q96MC9,Putative uncharacterized protein IKBKE-AS1,270,0.659
Q5JVX7,Uncharacterized protein C1orf141,400,1.0
Q3SY05,Putative uncharacterized protein encoded by LINC00303,128,1.0
Q8NEQ5,Transmembrane protein C1orf162,155,0.968
Q96HA4,Uncharacterized protein C1orf159,380,0.916
Q8NAE3,Putative uncharacterized protein encoded by LINC01555,123,0.634
Q8IYL3,UPF0688 protein C1orf174,243,1.0
Q5T7R7,Uncharacterized protein C1orf185,199,1.0
Q9H425,Uncharacterized protein C1orf198,327,0.774
Q5SNV9,Uncharacterized protein C1orf167,1449,0.916
Q8IVY1,Type III endosome membrane protein TEMP,113,0.973
Q5SR53,Putative uncharacterized protein PIK3CD-AS1,167,1.0
Q8NC38,Putative uncharacterized protein ZNF436-AS1,126,1.0
A0A1W2PPE3,Uncharacterized protein C1orf202,182,0.841
Q5T0J3,Putative uncharacterized protein C1orf220,134,0.306
Q8TAB5,UPF0500 protein C1orf216,229,0.786
A1L170,Uncharacterized protein C1orf226,272,1.0
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,1103,0.1
A0A0U1RR37,Uncharacterized protein C1orf232,186,0.952
Q8IZS8,Voltage-dependent calcium channel subunit alpha-2/delta-3,1091,0.083
Q7Z3S7,Voltage-dependent calcium channel subunit alpha-2/delta-4,1137,0.129
Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,1150,0.137
Q8WTZ4,Putative inactive carbonic anhydrase 5B-like protein,195,0.646
Q9H8G2,Caspase activity and apoptosis inhibitor 1,361,0.823
Q8N1I8,Putative uncharacterized protein encoded by CACTIN-AS1,211,1.0
Q9Y376,Calcium-binding protein 39,341,0.044
Q9BRK5,45 kDa calcium-binding protein,362,0.144
Q9BTV7,CDK5 and ABL1 enzyme substrate 2,478,0.59
Q8TDN4,CDK5 and ABL1 enzyme substrate 1,633,0.686
Q9NPB3,Calcium-binding protein 2,220,0.218
Q9NZU7,Calcium-binding protein 1,370,0.522
P57796,Calcium-binding protein 4,275,0.371
Q9NP86,Calcium-binding protein 5,173,0.0
Q86V35,Calcium-binding protein 7,215,0.335
Q9BXU9,Calcium-binding protein 8,261,0.352
Q9Y6J0,Calcineurin-binding protein cabin-1,2220,0.397
Q96KC9,Calcium-binding and spermatid-specific protein 1,395,1.0
O75952,Calcium-binding tyrosine phosphorylation-regulated protein,493,0.848
O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,2506,0.43
Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,2339,0.393
O60840,Voltage-dependent L-type calcium channel subunit alpha-1F,1977,0.309
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,2221,0.361
Q02641,Voltage-dependent L-type calcium channel subunit beta-1,598,0.498
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,2161,0.351
Q15878,Voltage-dependent R-type calcium channel subunit alpha-1E,2313,0.392
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,1873,0.251
Q08289,Voltage-dependent L-type calcium channel subunit beta-2,660,0.539
Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I,2223,0.435
O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,2353,0.483
O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,2377,0.486
O00305,Voltage-dependent L-type calcium channel subunit beta-4,520,0.433
P54284,Voltage-dependent L-type calcium channel subunit beta-3,484,0.399
Q86Y37,CDK2-associated and cullin domain-containing protein 1,369,0.436
Q13137,Calcium-binding and coiled-coil domain-containing protein 2,446,0.357
Q9P1Z2,Calcium-binding and coiled-coil domain-containing protein 1,691,0.389
P43155,Carnitine O-acetyltransferase,626,0.042
Q9Y6N8,Cadherin-10,788,0.316
P55287,Cadherin-11,796,0.322
P55289,Cadherin-12,794,0.317
P55290,Cadherin-13,713,0.105
O75309,Cadherin-16,829,0.125
Q12864,Cadherin-17,832,0.094
P55291,Cadherin-15,814,0.328
Q13634,Cadherin-18,790,0.311
Q9H159,Cadherin-19,772,0.299
Q9HBT6,Cadherin-20,801,0.325
Q9UJ99,Cadherin-22,828,0.345
Q9H251,Cadherin-23,3354,
Q86UP0,Cadherin-24,819,0.341
Q8IXH8,Cadherin-like protein 26,832,0.34
P12830,Cadherin-1,882,0.287
P19022,Cadherin-2,906,0.299
P22223,Cadherin-3,829,0.337
P55283,Cadherin-4,916,0.307
P33151,Cadherin-5,784,0.288
P55285,Cadherin-6,790,0.305
Q9ULB5,Cadherin-7,785,0.311
P55286,Cadherin-8,799,0.324
Q9ULB4,Cadherin-9,789,0.304
Q9BY67,Cell adhesion molecule 1,442,0.355
Q8N3J6,Cell adhesion molecule 2,435,0.338
Q8NFZ8,Cell adhesion molecule 4,388,0.242
Q8N126,Cell adhesion molecule 3,398,0.216
Q5T440,"Putative transferase CAF17, mitochondrial",356,0.121
Q13112,Chromatin assembly factor 1 subunit B,559,0.311
Q13111,Chromatin assembly factor 1 subunit A,956,0.859
Q8TC20,Cancer-associated gene 1 protein,777,0.722
Q9NS85,Carbonic anhydrase-related protein 10,328,0.152
O43570,Carbonic anhydrase 12,354,0.218
Q8N1Q1,Carbonic anhydrase 13,262,0.0
O75493,Carbonic anhydrase-related protein 11,328,0.119
Q9ULX7,Carbonic anhydrase 14,337,0.169
P00915,Carbonic anhydrase 1,261,0.0
P00918,Carbonic anhydrase 2,260,0.0
P07451,Carbonic anhydrase 3,260,0.0
P22748,Carbonic anhydrase 4,312,0.17
P35218,"Carbonic anhydrase 5A, mitochondrial",305,0.197
Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",317,0.189
P23280,Carbonic anhydrase 6,308,0.104
P43166,Carbonic anhydrase 7,264,0.0
P35219,Carbonic anhydrase-related protein,290,0.117
Q16790,Carbonic anhydrase 9,459,0.442
Q5VU97,VWFA and cache domain-containing protein 1,1274,0.182
Q8IU99,Calcium homeostasis modulator protein 1,346,0.22
Q9HA72,Calcium homeostasis modulator protein 2,323,0.096
Q86XJ0,Calcium homeostasis modulator protein 3,344,0.238
Q5JW98,Calcium homeostasis modulator protein 4,314,0.328
Q8N5C1,Calcium homeostasis modulator protein 5,309,0.11
Q5R3K3,Calcium homeostasis modulator protein 6,315,0.057
P05937,Calbindin,261,0.0
P22676,Calretinin,271,0.033
P06881,Calcitonin gene-related peptide 1,128,0.992
P10092,Calcitonin gene-related peptide 2,127,0.961
P30988,Calcitonin receptor,474,0.217
P01258,Calcitonin,141,0.993
Q13939,Calicin,588,0.022
P27482,Calmodulin-like protein 3,149,0.007
Q05682,Caldesmon,793,0.928
Q8TD86,Calmodulin-like protein 6,181,0.138
Q96GE6,Calmodulin-like protein 4,196,0.24
